6605,457,2,0.002307,19998,268435456
6586,458,2,0.002590,19998,268435456
6617,459,2,0.002461,19998,268435456
6598,460,2,0.002840,19998,268435456
6603,461,2,0.002259,19998,268435456
6592,462,2,0.002794,19998,268435456
6609,463,2,0.002499,19998,268435456
6607,464,2,0.002574,19998,268435456
6588,465,2,0.002434,19998,268435456
6602,466,2,0.002392,19998,268435456
6597,467,2,0.002452,19998,268435456
6601,468,2,0.002602,19998,268435456
6610,469,2,0.002488,19998,268435456
6597,470,2,0.002539,19998,268435456
6612,471,2,0.002521,19998,268435456
6605,472,2,0.002825,19998,268435456
6605,473,2,0.002242,19998,268435456
6611,474,2,0.002910,19998,268435456
6610,475,2,0.002264,19998,268435456
6599,476,2,0.002393,19998,268435456
6613,477,2,0.002508,19998,268435456
6591,478,2,0.002554,19998,268435456
6586,479,2,0.002563,19998,268435456
6599,480,2,0.002597,19998,268435456
6618,481,2,0.002479,19998,268435456
6594,482,2,0.002604,19998,268435456
6587,483,2,0.002496,19998,268435456
6597,484,2,0.002536,19998,268435456
6606,485,2,0.002497,19998,268435456
6587,486,2,0.002402,19998,268435456
6599,487,2,0.002487,19998,268435456
6601,488,2,0.002579,19998,268435456
6590,489,2,0.002445,19998,268435456
6600,490,2,0.002641,19998,268435456
6622,491,2,0.002500,19998,268435456
6599,492,2,0.002796,19998,268435456
6620,493,2,0.002319,19998,268435456
6597,494,2,0.002903,19998,268435456
6599,495,2,0.002230,19998,268435456
6599,496,2,0.002417,19998,268435456
6609,497,2,0.002522,19998,268435456
6598,498,2,0.002536,19998,268435456
6596,499,2,0.002507,19998,268435456
6595,500,2,0.002611,19998,268435456
6609,501,2,0.002933,19998,268435456
6594,502,2,0.002356,19998,268435456
6612,503,2,0.002316,19998,268435456
6613,504,2,0.002552,19998,268435456
6613,505,2,0.002592,19998,268435456
6617,506,2,0.002322,19998,268435456
6599,507,2,0.002604,19998,268435456
6611,508,2,0.002515,19998,268435456
6594,509,2,0.002550,19998,268435456
6608,510,2,0.002507,19998,268435456
6599,511,2,0.002582,19998,268435456
6607,512,2,0.002464,19998,268435456
6595,513,2,0.002579,19998,268435456
6598,514,2,0.002470,19998,268435456
6605,515,2,0.002616,19998,268435456
6589,516,2,0.002373,19998,268435456
6609,517,2,0.002554,19998,268435456
6597,518,2,0.002319,19998,268435456
6607,519,2,0.002826,19998,268435456
6617,520,2,0.002250,19998,268435456
6611,521,2,0.002842,19998,268435456
6609,522,2,0.002504,19998,268435456
6601,523,2,0.002539,19998,268435456
6605,524,2,0.002508,19998,268435456
6597,525,2,0.002607,19998,268435456
6605,526,2,0.002297,19998,268435456
6606,527,2,0.002602,19998,268435456
6614,528,2,0.002228,19998,268435456
6603,529,2,0.002847,19998,268435456
6593,530,2,0.002533,19998,268435456
6610,531,2,0.002569,19998,268435456
6608,532,2,0.002530,19998,268435456
6591,533,2,0.002584,19998,268435456
6604,534,2,0.002454,19998,268435456
6574,535,2,0.002577,19998,268435456
6613,536,2,0.002385,19998,268435456
6604,537,2,0.002316,19998,268435456
6592,538,2,0.002287,19998,268435456
6607,539,2,0.002360,19998,268435456
6593,540,2,0.002256,19998,268435456
6596,541,2,0.002594,19998,268435456
6609,542,2,0.002471,19998,268435456
6613,543,2,0.002603,19998,268435456
6609,544,2,0.002523,19998,268435456
6596,545,2,0.002553,19998,268435456
6604,546,2,0.002356,19998,268435456
6605,547,2,0.002582,19998,268435456
6597,548,2,0.002461,19998,268435456
6597,549,2,0.002584,19998,268435456
6613,550,2,0.002499,19998,268435456
6598,551,2,0.002512,19998,268435456
6612,552,2,0.002541,19998,268435456
6614,553,2,0.002532,19998,268435456
6600,554,2,0.002557,19998,268435456
6577,555,2,0.002845,19998,268435456
6603,556,2,0.002307,19998,268435456
6602,557,2,0.002362,19998,268435456
6599,558,2,0.002497,19998,268435456
6619,559,2,0.002552,19998,268435456
6610,560,2,0.002498,19998,268435456
6607,561,2,0.002817,19998,268435456
6595,562,2,0.002233,19998,268435456
6608,563,2,0.002838,19998,268435456
6595,564,2,0.002505,19998,268435456
6613,565,2,0.002539,19998,268435456
6597,566,2,0.002354,19998,268435456
6616,567,2,0.002553,19998,268435456
6609,568,2,0.002318,19998,268435456
6601,569,2,0.002827,19998,268435456
6630,570,2,0.002243,19998,268435456
6581,571,2,0.002845,19998,268435456
6607,572,2,0.002499,19998,268435456
6609,573,2,0.002555,19998,268435456
6607,574,2,0.002507,19998,268435456
6591,575,2,0.002586,19998,268435456
6611,576,2,0.002268,19998,268435456
6596,577,2,0.002605,19998,268435456
6601,578,2,0.002452,19998,268435456
6616,579,2,0.002607,19998,268435456
6597,580,2,0.002497,19998,268435456
6599,581,2,0.002536,19998,268435456
6585,582,2,0.002516,19998,268435456
6590,583,2,0.002830,19998,268435456
6603,584,2,0.002231,19998,268435456
6600,585,2,0.002837,19998,268435456
6596,586,2,0.002351,19998,268435456
6596,587,2,0.002316,19998,268435456
6597,588,2,0.002503,19998,268435456
6599,589,2,0.002554,19998,268435456
6613,590,2,0.002587,19998,268435456
6612,591,2,0.002596,19998,268435456
6595,592,2,0.002454,19998,268435456
6605,593,2,0.002862,19998,268435456
6592,594,2,0.002262,19998,268435456
6595,595,2,0.002775,19998,268435456
6609,596,2,0.002367,19998,268435456
6602,597,2,0.002359,19998,268435456
6605,598,2,0.002447,19998,268435456
6600,599,2,0.002845,19998,268435456
6586,600,2,0.002271,19998,268435456
6604,601,2,0.003222,19998,268435456
6612,602,2,0.002363,19998,268435456
6601,603,2,0.002256,19998,268435456
6601,604,2,0.002619,19998,268435456
6621,605,2,0.002511,19998,268435456
6610,606,2,0.002369,19998,268435456
6606,607,2,0.002360,19998,268435456
6612,608,2,0.002573,19998,268435456
6601,609,2,0.002461,19998,268435456
6602,610,2,0.002839,19998,268435456
6597,611,2,0.002265,19998,268435456
6590,612,2,0.002778,19998,268435456
6604,613,2,0.002500,19998,268435456
6611,614,2,0.002595,19998,268435456
6597,615,2,0.002433,19998,268435456
6590,616,2,0.002408,19998,268435456
6608,617,2,0.002454,19998,268435456
6601,618,2,0.002607,19998,268435456
6600,619,2,0.002485,19998,268435456
6595,620,2,0.002539,19998,268435456
6606,621,2,0.002508,19998,268435456
6617,622,2,0.002828,19998,268435456
6601,623,2,0.002234,19998,268435456
6601,624,2,0.002843,19998,268435456
6591,625,2,0.002487,19998,268435456
6604,626,2,0.002373,19998,268435456
6605,627,2,0.002285,19998,268435456
6606,628,2,0.002807,19998,268435456
6594,629,2,0.002313,19998,268435456
6616,630,2,0.002847,19998,268435456
6599,631,2,0.002234,19998,268435456
6602,632,2,0.002841,19998,268435456
6626,633,2,0.002508,19998,268435456
6602,634,2,0.002553,19998,268435456
6603,635,2,0.002499,19998,268435456
6605,636,2,0.002428,19998,268435456
6596,637,2,0.002219,19998,268435456
6615,638,2,0.002836,19998,268435456
6620,639,2,0.002497,19998,268435456
6623,640,2,0.002556,19998,268435456
6611,641,2,0.002510,19998,268435456
6604,642,2,0.002537,19998,268435456
6592,643,2,0.002530,19998,268435456
6597,644,2,0.002583,19998,268435456
6603,645,2,0.002450,19998,268435456
6609,646,2,0.002416,19998,268435456
6592,647,2,0.002501,19998,268435456
6601,648,2,0.002550,19998,268435456
6586,649,2,0.002539,19998,268435456
6602,650,2,0.002586,19998,268435456
6601,651,2,0.002442,19998,268435456
6606,652,2,0.002827,19998,268435456
6594,653,2,0.002460,19998,268435456
6591,654,2,0.002598,19998,268435456
6576,655,2,0.002505,19998,268435456
6619,656,2,0.002364,19998,268435456
6594,657,2,0.002531,19998,268435456
6607,658,2,0.002592,19998,268435456
6601,659,2,0.002454,19998,268435456
6603,660,2,0.002578,19998,268435456
6606,661,2,0.002491,19998,268435456
6587,662,2,0.002549,19998,268435456
6593,663,2,0.002500,19998,268435456
6598,664,2,0.002817,19998,268435456
6597,665,2,0.002233,19998,268435456
6599,666,2,0.002661,19998,268435456
6607,667,2,0.002230,19998,268435456
6590,668,2,0.002862,19998,268435456
6603,669,2,0.002260,19998,268435456
6601,670,2,0.002797,19998,268435456
6604,671,2,0.002523,19998,268435456
6609,672,2,0.002590,19998,268435456
6592,673,2,0.002451,19998,268435456
6592,674,2,0.002588,19998,268435456
6590,675,2,0.002483,19998,268435456
6591,676,2,0.002373,19998,268435456
6594,677,2,0.002507,19998,268435456
6587,678,2,0.002556,19998,268435456
6588,679,2,0.002702,19998,268435456
6587,680,2,0.002356,19998,268435456
6617,681,2,0.002459,19998,268435456
6618,682,2,0.002832,19998,268435456
6599,683,2,0.002278,19998,268435456
6591,684,2,0.002799,19998,268435456
6597,685,2,0.002502,19998,268435456
6605,686,2,0.002418,19998,268435456
6599,687,2,0.002218,19998,268435456
6612,688,2,0.002838,19998,268435456
6601,689,2,0.002501,19998,268435456
6598,690,2,0.002554,19998,268435456
6597,691,2,0.002504,19998,268435456
6616,692,2,0.002538,19998,268435456
6606,693,2,0.002533,19998,268435456
6593,694,2,0.002580,19998,268435456
6609,695,2,0.002452,19998,268435456
6587,696,2,0.002418,19998,268435456
6601,697,2,0.002505,19998,268435456
6587,698,2,0.002556,19998,268435456
6596,699,2,0.002510,19998,268435456
6597,700,2,0.002569,19998,268435456
6587,701,2,0.002905,19998,268435456
6626,702,2,0.002315,19998,268435456
6593,703,2,0.002555,19998,268435456
6595,704,2,0.002548,19998,268435456
6604,705,2,0.002595,19998,268435456
6601,706,2,0.002316,19998,268435456
6594,707,2,0.002606,19998,268435456
6602,708,2,0.002282,19998,268435456
6597,709,2,0.002798,19998,268435456
6588,710,2,0.002510,19998,268435456
6577,711,2,0.002600,19998,268435456
6611,712,2,0.002454,19998,268435456
6617,713,2,0.002595,19998,268435456
6620,714,2,0.002451,19998,268435456
6612,715,2,0.002616,19998,268435456
6602,716,2,0.002353,19998,268435456
6592,717,2,0.002550,19998,268435456
6599,718,2,0.002567,19998,268435456
6620,719,2,0.002582,19998,268435456
6609,720,2,0.002221,19998,268435456
6604,721,2,0.002916,19998,268435456
6589,722,2,0.002265,19998,268435456
6598,723,2,0.002800,19998,268435456
6605,724,2,0.002505,19998,268435456
6611,725,2,0.002587,19998,268435456
6625,726,2,0.002294,19998,268435456
6603,727,2,0.002607,19998,268435456
6596,728,2,0.002231,19998,268435456
6592,729,2,0.002846,19998,268435456
6602,730,2,0.002501,19998,268435456
6618,731,2,0.002540,19998,268435456
6618,732,2,0.002525,19998,268435456
6621,733,2,0.002595,19998,268435456
6582,734,2,0.002452,19998,268435456
6610,735,2,0.002579,19998,268435456
6602,736,2,0.002354,19998,268435456
6599,737,2,0.002549,19998,268435456
6595,738,2,0.002501,19998,268435456
6617,739,2,0.002577,19998,268435456
6616,740,2,0.002563,19998,268435456
6586,741,2,0.002597,19998,268435456
6612,742,2,0.002453,19998,268435456
6610,743,2,0.002610,19998,268435456
6605,744,2,0.002499,19998,268435456
6605,745,2,0.002540,19998,268435456
6607,746,2,0.002362,19998,268435456
6616,747,2,0.002585,19998,268435456
6606,748,2,0.002460,19998,268435456
6595,749,2,0.002602,19998,268435456
6595,750,2,0.002497,19998,268435456
6599,751,2,0.002555,19998,268435456
6614,752,2,0.002500,19998,268435456
6578,753,2,0.004466,19998,268435456
6607,754,2,0.002501,19998,268435456
6602,755,2,0.002523,19998,268435456
6601,756,2,0.002357,19998,268435456
6586,757,2,0.002550,19998,268435456
6594,758,2,0.002568,19998,268435456
6604,759,2,0.002585,19998,268435456
6606,760,2,0.002239,19998,268435456
6605,761,2,0.002844,19998,268435456
6597,762,2,0.002502,19998,268435456
6593,763,2,0.002555,19998,268435456
6602,764,2,0.002511,19998,268435456
6599,765,2,0.002604,19998,268435456
6605,766,2,0.002274,19998,268435456
6595,767,2,0.002604,19998,268435456
6603,768,2,0.002451,19998,268435456
6593,769,2,0.002594,19998,268435456
6605,770,2,0.002502,19998,268435456
6605,771,2,0.002537,19998,268435456
6608,772,2,0.002528,19998,268435456
6591,773,2,0.002589,19998,268435456
6610,774,2,0.002449,19998,268435456
6589,775,2,0.002821,19998,268435456
6617,776,2,0.002360,19998,268435456
6611,777,2,0.002328,19998,268435456
6606,778,2,0.002501,19998,268435456
6596,779,2,0.002535,19998,268435456
6607,780,2,0.002596,19998,268435456
