105.72280649,20.2416868328,20.2416868328,20.2416868328,477
105.701637137,20.2408171384,20.2408171384,20.2408171384,478
105.721770352,20.2416442695,20.2416442695,20.2416442695,479
105.704217238,20.2409231452,20.2409231452,20.2409231452,480
105.718375731,20.2415048196,20.2415048196,20.2415048196,481
105.70276281,20.2408633885,20.2408633885,20.2408633885,482
105.725175656,20.2417841537,20.2417841537,20.2417841537,483
105.702913579,20.240869583,20.240869583,20.240869583,484
105.720890561,20.2416081284,20.2416081284,20.2416081284,485
105.70207663,20.2408351957,20.2408351957,20.2408351957,486
105.726831413,20.2418521678,20.2418521678,20.2418521678,487
105.705146647,20.2409613306,20.2409613306,20.2409613306,488
105.717021005,20.2414491667,20.2414491667,20.2414491667,489
105.702808728,20.240865275,20.240865275,20.240865275,490
105.725559586,20.2417999247,20.2417999247,20.2417999247,491
105.702989464,20.2408727008,20.2408727008,20.2408727008,492
105.725284984,20.2417886447,20.2417886447,20.2417886447,493
105.705918838,20.2409930563,20.2409930563,20.2409930563,494
105.723921003,20.2417326152,20.2417326152,20.2417326152,495
105.703082487,20.2408765228,20.2408765228,20.2408765228,496
105.718876219,20.2415253798,20.2415253798,20.2415253798,497
105.70756342,20.2410606237,20.2410606237,20.2410606237,498
105.724605129,20.2417607178,20.2417607178,20.2417607178,499
105.703157916,20.2408796219,20.2408796219,20.2408796219,500
105.715921128,20.2414039826,20.2414039826,20.2414039826,501
105.704469896,20.2409335259,20.2409335259,20.2409335259,502
105.728103808,20.2419044338,20.2419044338,20.2419044338,503
105.701959181,20.2408303701,20.2408303701,20.2408303701,504
105.724545377,20.2417582633,20.2417582633,20.2417582633,505
105.701430645,20.2408086543,20.2408086543,20.2408086543,506
105.723290653,20.2417067215,20.2417067215,20.2417067215,507
105.702833466,20.2408662914,20.2408662914,20.2408662914,508
105.721416496,20.2416297334,20.2416297334,20.2416297334,509
105.706782459,20.2410285382,20.2410285382,20.2410285382,510
105.723591658,20.2417190863,20.2417190863,20.2417190863,511
105.706897961,20.2410332836,20.2410332836,20.2410332836,512
105.722936772,20.2416921846,20.2416921846,20.2416921846,513
105.704543269,20.2409365405,20.2409365405,20.2409365405,514
105.720752077,20.2416024396,20.2416024396,20.2416024396,515
105.702481967,20.2408518496,20.2408518496,20.2408518496,516
105.722126159,20.2416588857,20.2416588857,20.2416588857,517
105.70777647,20.2410693768,20.2410693768,20.2410693768,518
105.717544242,20.2414706616,20.2414706616,20.2414706616,519
105.699273204,20.2407200107,20.2407200107,20.2407200107,520
105.720882964,20.2416078164,20.2416078164,20.2416078164,521
105.704653275,20.2409410601,20.2409410601,20.2409410601,522
105.728485807,20.2419201249,20.2419201249,20.2419201249,523
105.70604177,20.240998107,20.240998107,20.240998107,524
105.723799973,20.2417276435,20.2417276435,20.2417276435,525
105.705860056,20.2409906412,20.2409906412,20.2409906412,526
105.726225139,20.2418272639,20.2418272639,20.2418272639,527
105.706317954,20.241009454,20.241009454,20.241009454,528
105.723964589,20.2417344056,20.2417344056,20.2417344056,529
105.703888346,20.2409096324,20.2409096324,20.2409096324,530
105.724342582,20.2417499329,20.2417499329,20.2417499329,531
105.701183294,20.2407984913,20.2407984913,20.2407984913,532
105.722715332,20.2416830882,20.2416830882,20.2416830882,533
105.70350566,20.2408939094,20.2408939094,20.2408939094,534
105.725974149,20.2418169539,20.2418169539,20.2418169539,535
105.704030329,20.2409154659,20.2409154659,20.2409154659,536
105.723652737,20.2417215953,20.2417215953,20.2417215953,537
105.703229944,20.2408825812,20.2408825812,20.2408825812,538
105.720425357,20.2415890181,20.2415890181,20.2415890181,539
105.700642463,20.2407762702,20.2407762702,20.2407762702,540
105.726137402,20.2418236598,20.2418236598,20.2418236598,541
105.705542448,20.2409775922,20.2409775922,20.2409775922,542
105.723320463,20.241707946,20.241707946,20.241707946,543
105.704736612,20.2409444841,20.2409444841,20.2409444841,544
105.723126906,20.241699995,20.241699995,20.241699995,545
105.699540751,20.2407310037,20.2407310037,20.2407310037,546
105.723950936,20.2417338448,20.2417338448,20.2417338448,547
105.704655646,20.2409411576,20.2409411576,20.2409411576,548
105.723654187,20.2417216549,20.2417216549,20.2417216549,549
105.702564114,20.2408552247,20.2408552247,20.2408552247,550
105.699884961,20.2407451464,20.2407451464,20.2407451464,551
105.723024841,20.2416958024,20.2416958024,20.2416958024,552
105.703540367,20.2408953353,20.2408953353,20.2408953353,553
105.723161594,20.24170142,20.24170142,20.24170142,554
105.701541913,20.2408132259,20.2408132259,20.2408132259,555
105.725469754,20.2417962346,20.2417962346,20.2417962346,556
105.701222468,20.2408001009,20.2408001009,20.2408001009,557
105.720922992,20.2416094606,20.2416094606,20.2416094606,558
105.704381691,20.2409299019,20.2409299019,20.2409299019,559
105.723485975,20.241714745,20.241714745,20.241714745,560
105.700602026,20.2407746087,20.2407746087,20.2407746087,561
105.724615312,20.241761136,20.241761136,20.241761136,562
