118.269287471,118.091413702,117.623741235,117.541322308
118.26759305,118.092522256,117.622918402,117.549307697
117.665107237,118.051181353,118.208199119,117.582829906
118.263968628,118.094751305,117.605697086,117.54228699
117.661142735,118.055289879,118.211752003,117.582103701
118.263056659,118.094882016,117.602453668,117.558290575
117.654317555,118.047163538,118.212901792,117.579654543
118.261671893,118.092678509,117.603785594,117.543416535
117.666031834,118.050295064,118.207900491,117.580957271
118.268020071,118.088453597,117.624837057,117.544819483
117.680544743,118.058014383,118.211009403,117.580218239
118.263517798,118.093560454,117.627783881,117.547907411
117.680311301,118.063015024,118.209880238,117.57793737
118.264184762,118.088630091,117.62339254,117.546728455
117.672920747,118.056477834,118.206536241,117.5746649
118.264722063,118.085648127,117.611589574,117.544906488
117.664094478,118.055910017,118.203435597,117.581024774
118.261576974,118.09106337,117.611160236,117.545094583
117.667759737,118.054703527,118.206717615,117.576729829
118.258466022,118.085750405,117.613684596,117.542160508
117.673478749,118.056104494,118.208281582,117.576524958
118.263699316,118.085921342,117.627989432,117.544845977
117.690161505,118.055305474,118.200885434,117.579747016
118.257876409,118.085380935,117.626049127,117.544067376
117.676096228,118.058864235,118.201688699,117.579892396
118.254983141,118.089289043,117.620354749,117.538591927
117.665139042,118.055185577,118.203347865,117.573722181
118.257592656,118.087680955,117.617434978,117.537777638
117.668197539,118.055939741,118.20532854,117.576986235
118.249180081,118.089496873,117.619651761,117.540659814
117.678180115,118.058344172,118.201346395,117.579305234
118.260782487,118.090723154,117.632826009,117.547101442
117.685210873,118.053907479,118.202620132,117.578974212
118.251562195,118.084806365,117.635136718,117.549172323
117.684467893,118.060580517,118.198905735,117.577333834
118.253828941,118.088584251,117.624480981,117.545355523
117.674044769,118.054480162,118.20056797,117.580665678
118.255988765,118.085559673,117.621170558,117.545517558
117.672023902,118.055337216,118.197473537,117.584030029
118.252428948,118.089454509,117.623859954,117.547362135
117.683956154,118.058830944,118.194339983,117.575285123
118.253382181,118.089313771,117.635765848,117.546624012
117.697429342,118.060652963,118.196353705,117.575022128
118.25557869,118.087971464,117.653439189,117.555875813
117.702319482,118.062400142,118.196430561,117.57674471
118.245968697,118.089745934,117.647170513,117.549005345
117.69225634,118.057773048,118.192030459,117.580432525
118.247382466,118.087553924,117.630903458,117.54997467
117.691055998,118.05904443,118.188096062,117.57734384
118.246250398,118.087424435,117.630720683,117.548970213
117.6934288,118.055467005,118.192895086,117.573508055
118.246285525,118.090301169,117.642330348,117.547820608
117.69964375,118.055892731,118.193525023,117.57675263
118.247444863,118.090360042,117.657138984,117.551619817
117.709677952,118.057172559,118.191442259,117.580746656
117.703476734,118.059528521,118.188934827,117.576936057
118.237383979,118.090413955,117.647292704,117.546614503
117.693563424,118.060244681,118.190098317,117.562712399
118.240519864,118.087460823,117.632070984,117.548512328
117.687327192,118.056482309,118.184340325,117.579218465
118.240172698,118.086391044,117.640242797,117.543035617
117.690797905,118.054830442,118.18633036,117.57333034
118.240286871,118.085442795,117.648825063,117.551101713
117.705232472,118.061077126,118.186605587,117.572166329
118.239953193,118.086109486,117.663135777,117.555595119
117.709059177,118.062275739,118.18731909,117.575023425
118.241474714,118.081340014,117.649692069,117.549488519
117.701447088,118.058498758,118.179281307,117.578905264
118.237764706,118.083527999,117.641645337,117.542847321
117.699610997,118.059579305,118.178320889,117.577149412
118.2322157,118.088755769,117.639459234,117.541954345
117.699474839,118.062960632,118.177375465,117.577680932
118.230901747,118.079961579,117.646415641,117.547452886
117.713476115,118.058219277,118.17783879,117.575925339
118.232548909,118.084810318,117.666979199,117.548412639
117.729654359,118.06286641,118.174645432,117.578697493
118.232886115,118.084092573,117.657499399,117.553455852
117.715775651,118.060913441,118.179856322,117.577412264
118.228154006,118.084744769,117.64721835,117.545165739
117.71093145,118.064046389,118.170400088,117.573463309
118.22475812,118.083247688,117.659063185,117.549160365
117.709890139,118.058496193,118.17270408,117.57098941
118.228124779,118.086050778,117.658265818,117.549096347
117.717844073,118.060553103,118.167521752,117.576139088
118.222759731,118.079358292,117.672996429,117.551780441
117.733308304,118.069759343,118.17516332,117.572341452
118.224713779,118.078451503,117.672841968,117.552365097
117.730280557,118.062744242,118.16692756,117.569926322
117.719985424,118.065382236,118.16559459,117.574983195
118.217196701,118.085972373,117.659403529,117.55076718
117.713239391,118.058026409,118.166793497,117.557980425
118.219840641,118.06886315,117.660442848,117.568604644
117.715180337,118.062947984,118.164687052,117.575184079
118.217372428,118.083380881,117.677979487,117.549940243
117.739145938,118.060483758,118.165430423,117.576451833
118.215616351,118.081546366,117.69172546,117.555960712
117.740003267,118.063319252,118.160122568,117.574188342
118.217069803,118.083751921,117.67915424,117.552570205
117.729265107,118.05618215,118.158463367,117.57129831
118.209052458,118.083672756,117.66781218,117.54868653
117.717484607,118.05999911,118.15105088,117.573488171
118.206623289,118.085045526,117.667522002,117.54737455
117.716771939,118.058652604,118.154956499,117.572218789
118.20363081,118.087530023,117.662239112,117.54317826
117.723153124,118.060132084,118.151940872,117.574109466
118.207220829,118.081859934,117.68512891,117.55236234
117.739993391,118.065807883,118.154114969,117.57620694
118.208285732,118.086929289,117.687565598,117.558155568
117.738816406,118.059148314,118.152464749,117.571033433
118.205117655,118.083315193,117.679972769,117.550747962
117.735422484,118.055950471,118.14411914,117.577189286
118.204189412,118.079326807,117.67917687,117.54686141
117.733681975,118.059732204,118.147861028,117.574367573
118.199838159,118.087263655,117.682989017,117.550670051
117.738758215,118.059851977,118.142651943,117.571970504
118.211420279,118.043179679,117.618252697,117.481774727
117.632086662,117.979253736,118.190368241,117.535832463
118.21103983,118.042479203,117.609718708,117.480719184
117.643556023,117.986478781,118.190675476,117.535012187
118.212211813,118.042368692,117.626123066,117.482404894
117.650015491,117.989435795,118.190426029,117.537457835
118.214087206,118.037890302,117.638631531,117.485708914
117.657986164,117.992875213,118.193663167,117.533858354
118.214172319,118.040939086,117.623749571,117.477644548
117.640757516,117.98794011,118.189273801,117.538696168
118.213810292,117.986668483,117.612584812,117.535276559
117.628062148,117.984887268,118.193628162,117.541293073
118.214348529,118.04125571,117.611736318,117.478598132
