124.757086391,124.742957672,124.529294161,124.539485626,30
124.752801132,124.707526177,124.451175138,124.538633665,31
124.757479496,124.7302938,124.499274812,124.539275749,32
124.753602794,124.698226987,124.443690794,124.539298999,33
124.753672632,124.735131946,124.518113823,124.539277493,34
124.753779757,124.719553886,124.467258897,124.5396156,35
124.755199432,124.709982262,124.480935312,124.539671229,36
124.755095597,124.700245576,124.441337371,124.540588491,37
124.756418278,124.734820629,124.515034668,124.540587994,38
124.754949085,124.727433516,124.48583823,124.538854655,39
124.755141354,124.704361714,124.465256459,124.5398847,40
124.754408307,124.699871017,124.434020963,124.539206574,41
124.758042155,124.735076246,124.511191543,124.540327078,42
124.755485736,124.735894171,124.497449743,124.539364928,43
124.755639684,124.701189687,124.449580805,124.538648122,44
124.75259677,124.702869233,124.441115764,124.538174384,45
124.757116105,124.730176705,124.499530707,124.539863541,46
124.754459759,124.734760209,124.511052099,124.539370153,47
124.753311495,124.695421,124.439245035,124.538664163,48
124.755565046,124.718093539,124.461212436,124.53897269,49
124.757365103,124.714537404,124.480863031,124.538683401,50
124.757161346,124.741496015,124.52360448,124.539134989,51
124.754393141,124.691394347,124.427810061,124.537814391,52
124.755578884,124.728110184,124.47847091,124.540478691,53
124.754047904,124.702271821,124.46445323,124.53862806,54
124.756778296,124.742284221,124.526875694,124.539942896,55
124.753538028,124.693950465,124.430082798,124.537264521,56
124.75616625,124.741126394,124.501794253,124.539395235,57
124.755353285,124.699408294,124.452716922,124.53757219,58
124.758347293,124.746615558,124.533365588,124.540693502,59
124.755184846,124.700219944,124.437299729,124.538501884,60
124.756775978,124.746369604,124.516271863,124.540884604,61
124.75356276,124.688740979,124.436517217,124.538184404,62
124.756405283,124.742849878,124.530103533,124.538889541,63
124.755218982,124.717840639,124.460417316,124.538478066,64
124.755330638,124.749589121,124.528920533,124.538759665,65
124.7525737,124.685207462,124.425831947,124.53629046,66
124.755932747,124.741060816,124.526661655,124.538855241,67
124.7565872,124.73857754,124.490183391,124.539448427,68
124.757354143,124.748645607,124.530504762,124.538159473,69
124.752922602,124.691914718,124.427953585,124.536137748,70
124.75560266,124.738009572,124.516037287,124.537356988,71
124.754821216,124.739708867,124.495897555,124.536796382,72
