105.47896975,20.2316587924,20.2316587924,20.2316587924,484
105.479616907,20.231685438,20.231685438,20.231685438,485
105.472161998,20.2313784839,20.2313784839,20.2313784839,486
105.475721172,20.2315250348,20.2315250348,20.2315250348,487
105.477281099,20.231589264,20.231589264,20.231589264,488
105.481285747,20.2317541492,20.2317541492,20.2317541492,489
105.472841439,20.2314064606,20.2314064606,20.2314064606,490
105.475257041,20.2315059242,20.2315059242,20.2315059242,491
105.474182654,20.2314616861,20.2314616861,20.2314616861,492
105.479782694,20.231692264,20.231692264,20.231692264,493
105.47900228,20.2316601317,20.2316601317,20.2316601317,494
105.475000818,20.2314953742,20.2314953742,20.2314953742,495
105.476399114,20.2315529488,20.2315529488,20.2315529488,496
105.473516619,20.2314342617,20.2314342617,20.2314342617,497
105.473527272,20.2314347004,20.2314347004,20.2314347004,498
105.471742049,20.231361192,20.231361192,20.231361192,499
105.474458295,20.2314730357,20.2314730357,20.2314730357,500
105.47137209,20.2313459584,20.2313459584,20.2313459584,501
105.475461297,20.2315143344,20.2315143344,20.2315143344,502
105.472889787,20.2314084514,20.2314084514,20.2314084514,503
105.476956503,20.231575899,20.231575899,20.231575899,504
105.47747547,20.2315972671,20.2315972671,20.2315972671,505
105.470902694,20.2313266302,20.2313266302,20.2313266302,506
105.475266241,20.231506303,20.231506303,20.231506303,507
105.472231615,20.2313813505,20.2313813505,20.2313813505,508
105.473173242,20.2314201229,20.2314201229,20.2314201229,509
105.476113499,20.2315411887,20.2315411887,20.2315411887,510
105.475571965,20.2315188912,20.2315188912,20.2315188912,511
105.475651092,20.2315221492,20.2315221492,20.2315221492,512
105.470568333,20.2313128623,20.2313128623,20.2313128623,513
105.478510921,20.2316399007,20.2316399007,20.2316399007,514
105.47515309,20.231501644,20.231501644,20.231501644,515
105.474194505,20.2314621741,20.2314621741,20.2314621741,516
105.472627454,20.2313976496,20.2313976496,20.2313976496,517
105.473062925,20.2314155805,20.2314155805,20.2314155805,518
105.471901831,20.2313677712,20.2313677712,20.2313677712,519
105.473523893,20.2314345612,20.2314345612,20.2314345612,520
105.476642505,20.2315629703,20.2315629703,20.2315629703,521
105.478034151,20.2316202702,20.2316202702,20.2316202702,522
105.477546498,20.2316001916,20.2316001916,20.2316001916,523
105.474556158,20.2314770653,20.2314770653,20.2314770653,524
105.478723288,20.2316486446,20.2316486446,20.2316486446,525
105.477524873,20.2315993012,20.2315993012,20.2315993012,526
105.476807623,20.231569769,20.231569769,20.231569769,527
105.47945544,20.2316787899,20.2316787899,20.2316787899,528
